no_invoice,tanggal,bulan,tahun,kategori,sub_kategori,kuantitas_terjual,harga_per_unit,total_sales
YM22-0112705,02-10-2022,Oktober,2022,Busi,BUSI AHM U22FER9,1,29500,29500
YM22-0112705,02-10-2022,Oktober,2022,Gasket,Gasket Cylinder Nmx,1,13000,13000
YM22-0112713,02-10-2022,Oktober,2022,Ban,FDR TR TL 140/70-13 Blaze Mp,1,477500,477500
YM22-0112720,02-10-2022,Oktober,2022,Seal,Seal oring,2,8500,17000
YM22-0112720,02-10-2022,Oktober,2022,Sakelar,Sakelar Indling stop,1,12500,12500
YM22-0112726,02-10-2022,Oktober,2022,Oli,Mesrania 2T super 1 L,29,45500,1319500
YM22-0112726,02-10-2022,Oktober,2022,Rumah Roller,AHM KOJ Scoopy New,14,77000,1078000
YM22-0112726,02-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 3C1 NMX,13,56000,728000
YM22-0112726,02-10-2022,Oktober,2022,Oli,Grand Manual 0.8 L,5,39000,195000
YM22-0112726,02-10-2022,Oktober,2022,Gasket,Gasket Cylinder head Nmx,24,33000,792000
YM22-0112726,02-10-2022,Oktober,2022,Ban,BL Maxxis 80/90-14 VICTRA,9,241500,2173500
YM22-0112726,02-10-2022,Oktober,2022,Lampu,SGP Lampu Kepala depan,8,27000,216000
YM22-0112726,02-10-2022,Oktober,2022,Ban,BL Maxxis 100/80-14 VICTRA,9,365000,3285000
YM22-0112726,02-10-2022,Oktober,2022,Roller,BRT NMX,26,81000,2106000
YM22-0112726,02-10-2022,Oktober,2022,Lampu,AHM Lampu Kepala,39,31500,1228500
YM22-0112729,02-10-2022,Oktober,2022,Kampas Rem,Kampas Belakang Supra,1,42500,42500
YM22-0112729,02-10-2022,Oktober,2022,Busi,BUSI AHM U22FER9,1,29500,29500
YM22-0112730,02-10-2022,Oktober,2022,Lampu,SGP Lampu Kepala depan,1,26500,26500
YM22-0112730,02-10-2022,Oktober,2022,Kampas Kopling,KPL Ganda ONLY BRT,1,214000,214000
YM22-0112734,02-10-2022,Oktober,2022,Seal,Seal Kopling,2,5000,10000
YM22-0112741,02-10-2022,Oktober,2022,Gasket,Gasket Cylinder head Nmx,2,31500,63000
YM22-0112741,02-10-2022,Oktober,2022,Kampas Rem,DPAD BLK SUPRA,2,50000,100000
YM22-0112745,02-10-2022,Oktober,2022,Oli,MOTUL SCOOTER GEAR,1,16000,16000
YM22-0112745,02-10-2022,Oktober,2022,Piringan Cakram,Piringan BLK KC/UTH NMX,2,103500,207000
YM22-0112753,02-10-2022,Oktober,2022,Gasket,Gasket Cylinder head Nmx,2,31500,63000
YM22-0112753,02-10-2022,Oktober,2022,Sensor,Sensor CKP KOJ Genio,1,182000,182000
YM22-0112761,03-10-2022,Oktober,2022,Seal,Seal Kopling,2,5000,10000
YM22-0112763,03-10-2022,Oktober,2022,Gear Rantai,Gear seat YGP 5TP JUP Z,1,194000,194000
YM22-0112763,03-10-2022,Oktober,2022,Roller,BRT VARIO 125,1,82000,82000
YM22-0112764,03-10-2022,Oktober,2022,Bearing,BRG AHM SET 6303 RS,17,58500,994500
YM22-0112764,03-10-2022,Oktober,2022,Ban,BL Maxxis 120/70-12 VICTRA,3,425000,1275000
YM22-0112764,03-10-2022,Oktober,2022,Sakelar,Sakelar Lampu,25,10500,262500
YM22-0112769,03-10-2022,Oktober,2022,Kampas Rem,Kampas Depan Supra X,1,51000,51000
YM22-0112774,03-10-2022,Oktober,2022,Shockbreaker,Shock AHM KZR Vario 125,3,220000,660000
YM22-0112774,03-10-2022,Oktober,2022,Ban,FDR TR TL Flemino 90/90-14,7,247500,1732500
YM22-0112782,03-10-2022,Oktober,2022,Filter Udara,Filter Udara AHM,1,63500,63500
YM22-0112782,03-10-2022,Oktober,2022,Sakelar,Sakelar Indling stop,1,12500,12500
YM22-0112788,03-10-2022,Oktober,2022,Busi,BUSI AHM U22FER9,1,28500,28500
YM22-0112788,03-10-2022,Oktober,2022,Oli,Mesran 40 1 LTR,1,43500,43500
YM22-0112788,03-10-2022,Oktober,2022,Seal,Seal Kopling,1,5000,5000
YM22-0112788,03-10-2022,Oktober,2022,Bearing,BRG AHM SET 6303 RS,1,58500,58500
YM22-0112791,03-10-2022,Oktober,2022,Oli,MOTUL MOTO 4 T,38,48500,1843000
YM22-0112791,03-10-2022,Oktober,2022,Roller,BRT VARIO 125,27,82500,2227500
YM22-0112791,03-10-2022,Oktober,2022,Lampu,Indo Part Lampu dop rem,12,8000,96000
YM22-0112791,03-10-2022,Oktober,2022,Bearing,BRG AHM SET 6204 RS,13,52500,682500
YM22-0112791,03-10-2022,Oktober,2022,V-Belt,V Belt kit AHM K16,7,159500,1116500
YM22-0112791,03-10-2022,Oktober,2022,Ban,FDR TR TL 90/80-17 Sport Evo,4,321000,1284000
YM22-0112791,03-10-2022,Oktober,2022,Bearing,BRG AHM SET 6201 RS,8,46000,368000
YM22-0112792,03-10-2022,Oktober,2022,Ban,FDR TR TL 100/80-14,6,308500,1851000
YM22-0112792,03-10-2022,Oktober,2022,Ban,BL IRC MB86 100/90-12,5,243000,1215000
YM22-0112792,03-10-2022,Oktober,2022,Seal,Seal Pulau,12,7500,90000
YM22-0112792,03-10-2022,Oktober,2022,Kampas Rem,DPAD BLK SUPRA,7,47500,332500
YM22-0112792,03-10-2022,Oktober,2022,V-Belt,V Belt set AHM K35,16,178500,2856000
YM22-0112792,03-10-2022,Oktober,2022,Oli,Evalube Matic 0.8 L,14,41500,581000
YM22-0112792,03-10-2022,Oktober,2022,Oli,MOTUL MOTO 4 T,6,51000,306000
YM22-0112792,03-10-2022,Oktober,2022,V-Belt,V Belt kit AHM K16,13,155500,2021500
YM22-0112793,03-10-2022,Oktober,2022,Shockbreaker,Shock AHM K25 Beat FI,2,205500,411000
YM22-0112793,03-10-2022,Oktober,2022,Sakelar,Sakelar Indling stop,1,12000,12000
YM22-0112800,03-10-2022,Oktober,2022,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM22-0112804,03-10-2022,Oktober,2022,Rumah Roller,AHM K44 Scoopy,20,100500,2010000
YM22-0112804,03-10-2022,Oktober,2022,Bearing,BRG AHM SET 6202 RS,32,47000,1504000
YM22-0112804,03-10-2022,Oktober,2022,Ban,BL Maxxis 100/80-14 VICTRA,8,370500,2964000
YM22-0112804,03-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 3C1 NMX,19,59000,1121000
YM22-0112804,03-10-2022,Oktober,2022,Seal,Seal Kopling,13,5500,71500
YM22-0112805,03-10-2022,Oktober,2022,Rumah Roller,AHM K44 Scoopy,1,98500,98500
YM22-0112806,04-10-2022,Oktober,2022,Gear Rantai,Gear suprax 125 gear 39,5,254000,1270000
YM22-0112806,04-10-2022,Oktober,2022,Ban,BL Maxxis 100/80-14 VICTRA,8,358000,2864000
YM22-0112806,04-10-2022,Oktober,2022,Lampu,SGP Lampu Kepala depan,30,26000,780000
YM22-0112806,04-10-2022,Oktober,2022,Piringan Cakram,Piringan DPN KC/YMMT NMX,10,102000,1020000
YM22-0112806,04-10-2022,Oktober,2022,Oli,Grand Manual 0.8 L,15,40000,600000
YM22-0112808,04-10-2022,Oktober,2022,Kampas Rem,Kampas Depan Supra X,12,54000,648000
YM22-0112809,04-10-2022,Oktober,2022,Seal,Seal Water Pump,2,15500,31000
YM22-0112809,04-10-2022,Oktober,2022,Kaca Spion,Spion Beat FI,1,51500,51500
YM22-0112812,04-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 3C1 NMX,2,56500,113000
YM22-0112812,04-10-2022,Oktober,2022,Sakelar,Sakelar Retting,1,16000,16000
YM22-0112813,04-10-2022,Oktober,2022,Filter Udara,Filter Udara AHM,1,63500,63500
YM22-0112813,04-10-2022,Oktober,2022,Velg,Velg Comet,1,357000,357000
YM22-0112815,04-10-2022,Oktober,2022,Shockbreaker,Shock AHM KVY Beat,10,224500,2245000
YM22-0112815,04-10-2022,Oktober,2022,V-Belt,V belt kit AHM KZR VARIO 125,14,179000,2506000
YM22-0112815,04-10-2022,Oktober,2022,Aki,Aki Basah Yuasa YB5L-B,10,265000,2650000
YM22-0112815,04-10-2022,Oktober,2022,Oli,Mesrania 2T super 1 L,34,45500,1547000
YM22-0112817,04-10-2022,Oktober,2022,Seal,Seal Pulau,1,7000,7000
YM22-0112817,04-10-2022,Oktober,2022,V-Belt,V Belt set AHM KVB,1,148500,148500
YM22-0112818,04-10-2022,Oktober,2022,Oli,MOTUL MOTO 4 T,10,50500,505000
YM22-0112818,04-10-2022,Oktober,2022,Seal,Seal Water Pump,37,15000,555000
YM22-0112818,04-10-2022,Oktober,2022,Sakelar,Sakelar Indling stop,11,12000,132000
YM22-0112818,04-10-2022,Oktober,2022,Ban,FDR TR TL 90/80-17 Sport Evo,7,307000,2149000
YM22-0112818,04-10-2022,Oktober,2022,Oli,MPX 2 0.8L,13,50000,650000
YM22-0112818,04-10-2022,Oktober,2022,Seal,Seal Pulau,24,7000,168000
YM22-0112818,04-10-2022,Oktober,2022,Bearing,BRG AHM SET 6303 RS,16,58000,928000
YM22-0112819,04-10-2022,Oktober,2022,Ban,BL AHM 70/90-17 KWW,13,157000,2041000
YM22-0112819,04-10-2022,Oktober,2022,Filter Udara,Filter Udara BRT,12,73000,876000
YM22-0112819,04-10-2022,Oktober,2022,Oli,MPX 2 0.8L,16,51000,816000
YM22-0112820,04-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,1,14500,14500
YM22-0112820,04-10-2022,Oktober,2022,Kampas Kopling,KPL Ganda ONLY BRT,1,212000,212000
YM22-0112820,04-10-2022,Oktober,2022,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM22-0112822,04-10-2022,Oktober,2022,Gasket,Gasket Cylinder head Nmx,1,33000,33000
YM22-0112822,04-10-2022,Oktober,2022,Seal,Seal Pulau,2,7500,15000
YM22-0112822,04-10-2022,Oktober,2022,Lampu,AHM Lampu Kepala,1,31500,31500
YM22-0112826,04-10-2022,Oktober,2022,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,102000,102000
YM22-0112826,04-10-2022,Oktober,2022,Roller,BRT NMX,1,81500,81500
YM22-0112826,04-10-2022,Oktober,2022,Ban,BL AHM 80/90-17 KWW,1,199000,199000
YM22-0112831,04-10-2022,Oktober,2022,Gear Rantai,Gear suprax 125 gear 39,1,251000,251000
YM22-0112831,04-10-2022,Oktober,2022,Kaca Spion,Spion Indo KVY Beat,2,37000,74000
YM22-0112831,04-10-2022,Oktober,2022,Gasket,Gasket Cylinder Nmx,1,13000,13000
YM22-0112837,04-10-2022,Oktober,2022,Kampas Kopling,KPL Ganda ONLY BRT,1,215000,215000
YM22-0112837,04-10-2022,Oktober,2022,Sakelar,Sakelar Klakson,2,8500,17000
YM22-0112839,04-10-2022,Oktober,2022,Sakelar,Sakelar Klakson,1,8500,8500
YM22-0112839,04-10-2022,Oktober,2022,Gear Rantai,Gear Seat AHM KWB revo,1,191500,191500
YM22-0112842,04-10-2022,Oktober,2022,Aki,Aki Basah Yuasa YB5L-B,10,267000,2670000
YM22-0112849,05-10-2022,Oktober,2022,Filter Udara,Filter Udara Suzuki,1,52000,52000
YM22-0112849,05-10-2022,Oktober,2022,Kampas Rem,Kampas Belakang Supra,2,41500,83000
YM22-0112849,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6201 RS,2,46000,92000
YM22-0112849,05-10-2022,Oktober,2022,Gear Rantai,Gear seat YGP 5TP JUP Z,1,188500,188500
YM22-0112850,05-10-2022,Oktober,2022,Oli,Mesrania 2T super 1 L,22,46000,1012000
YM22-0112850,05-10-2022,Oktober,2022,Kampas Kopling,KPL Ganda ONLY BRT,5,212000,1060000
YM22-0112850,05-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 2BM,12,69500,834000
YM22-0112850,05-10-2022,Oktober,2022,Oli,MPX 2 0.8L,12,50500,606000
YM22-0112850,05-10-2022,Oktober,2022,Rumah Roller,AHM KOJ Scoopy New,21,79500,1669500
YM22-0112850,05-10-2022,Oktober,2022,Piringan Cakram,Piringan DPN AHM Vario,16,58000,928000
YM22-0112850,05-10-2022,Oktober,2022,Busi,BUSI NGK BP7ES,6,182500,1095000
YM22-0112855,05-10-2022,Oktober,2022,Sakelar,Sakelar Lampu,2,10500,21000
YM22-0112861,05-10-2022,Oktober,2022,Oli,MOTUL SCOOTER LE 1 LTR,11,74500,819500
YM22-0112861,05-10-2022,Oktober,2022,Gasket,Gasket full seat AHM Scoopy,16,57500,920000
YM22-0112863,05-10-2022,Oktober,2022,Busi,BUSI AHM U22FER9,1,29000,29000
YM22-0112863,05-10-2022,Oktober,2022,Filter Udara,Filter Udara Suzuki,1,53500,53500
YM22-0112863,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6204 RS,2,53000,106000
YM22-0112863,05-10-2022,Oktober,2022,Hendel Rem,Hendel Rem Ori AHM,1,158000,158000
YM22-0112865,05-10-2022,Oktober,2022,Piringan Cakram,Piringan BLK KC/UTH NMX,6,103000,618000
YM22-0112865,05-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 3C1 NMX,6,56000,336000
YM22-0112865,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6201 RS,6,47500,285000
YM22-0112868,05-10-2022,Oktober,2022,Filter Udara,Filter Udara AHM,23,61500,1414500
YM22-0112868,05-10-2022,Oktober,2022,Oli,Motul SC EXP LE 4T,28,111000,3108000
YM22-0112868,05-10-2022,Oktober,2022,Sakelar,Sakelar Lampu,25,10500,262500
YM22-0112868,05-10-2022,Oktober,2022,Kampas Rem,Kampas Belakang Supra,19,41000,779000
YM22-0112868,05-10-2022,Oktober,2022,Oli,Castrol Pro 2T,22,37000,814000
YM22-0112872,05-10-2022,Oktober,2022,Sakelar,Sakelar Klakson,1,8500,8500
YM22-0112872,05-10-2022,Oktober,2022,Lampu,AHM Lampu Kepala,1,31500,31500
YM22-0112875,05-10-2022,Oktober,2022,Gasket,Gasket Cylinder Nmx,8,13500,108000
YM22-0112875,05-10-2022,Oktober,2022,Seal,Seal Kopling,33,5000,165000
YM22-0112877,05-10-2022,Oktober,2022,Rumah Roller,AHM K44 Scoopy,17,100500,1708500
YM22-0112877,05-10-2022,Oktober,2022,Oli,Motul GP MTC 4T,13,68000,884000
YM22-0112877,05-10-2022,Oktober,2022,Hendel Rem,Hendel Rem RCB kw,16,102500,1640000
YM22-0112877,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6204 RS,26,53000,1378000
YM22-0112877,05-10-2022,Oktober,2022,Roller,BRT VARIO 110,9,74000,666000
YM22-0112879,05-10-2022,Oktober,2022,Oli,Motul GP MTC 4T,25,68000,1700000
YM22-0112879,05-10-2022,Oktober,2022,Oli,MOTUL MOTO 4 T,9,49500,445500
YM22-0112879,05-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,8,15500,124000
YM22-0112879,05-10-2022,Oktober,2022,Radiator,Radiator YMMT Vario 125,10,123000,1230000
YM22-0112885,05-10-2022,Oktober,2022,Sensor,Injektor Vario 150 YMMT,1,130000,130000
YM22-0112892,05-10-2022,Oktober,2022,Oli,MOTUL SCOOTER GEAR,6,15500,93000
YM22-0112892,05-10-2022,Oktober,2022,Oli,Castrol Pro 2T,24,36500,876000
YM22-0112892,05-10-2022,Oktober,2022,Ban,FDR TR TL Flemino 90/90-14,5,242500,1212500
YM22-0112892,05-10-2022,Oktober,2022,Roller,Kawahara Nmx,24,68000,1632000
YM22-0112892,05-10-2022,Oktober,2022,Busi,BUSI NGK BP7ES,19,178500,3391500
YM22-0112892,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6202 RS,40,47500,1900000
YM22-0112894,05-10-2022,Oktober,2022,Kampas Rem,Kampas Depan Supra X,2,53500,107000
YM22-0112895,05-10-2022,Oktober,2022,Oli,Yamalube Super Matic 1 L,5,63500,317500
YM22-0112895,05-10-2022,Oktober,2022,Ban,BL Maxxis 120/70-12 VICTRA,3,410000,1230000
YM22-0112902,05-10-2022,Oktober,2022,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,102500,102500
YM22-0112902,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6302 RS,1,54000,54000
YM22-0112902,05-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,1,15000,15000
YM22-0112908,05-10-2022,Oktober,2022,Aki,Aki Kering AHM GTZ6V,4,285500,1142000
YM22-0112908,05-10-2022,Oktober,2022,Oli,Mesran 40 1 LTR,21,43000,903000
YM22-0112912,05-10-2022,Oktober,2022,Oli,Mesran Super 4T 0.8 L,1,34500,34500
YM22-0112912,05-10-2022,Oktober,2022,Seal,Seal oring,2,8000,16000
YM22-0112916,05-10-2022,Oktober,2022,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,267000,267000
YM22-0112916,05-10-2022,Oktober,2022,Bearing,BRG AHM SET 6303 RS,1,56000,56000
YM22-0112916,05-10-2022,Oktober,2022,Lampu,AHM Lampu Kepala,1,32000,32000
YM22-0112924,06-10-2022,Oktober,2022,Lampu,SGP Lampu Kepala depan,1,27000,27000
YM22-0112924,06-10-2022,Oktober,2022,V-Belt,V Belt kit AHM K16,1,152500,152500
YM22-0112924,06-10-2022,Oktober,2022,Piringan Cakram,Piringan DPN AHM Vario,2,57500,115000
YM22-0112924,06-10-2022,Oktober,2022,Aki,Aki Kering YGP 3C1,1,214000,214000
YM22-0112930,06-10-2022,Oktober,2022,Ban,BL AHM 80/90-17 KWW,2,190000,380000
YM22-0112933,06-10-2022,Oktober,2022,Dinamo,Dinamo AHM KVB Vario,1,192500,192500
YM22-0112933,06-10-2022,Oktober,2022,Roller,BRT VARIO 110,1,74000,74000
YM22-0112933,06-10-2022,Oktober,2022,Busi,BUSI NGK BP7ES,1,181000,181000
YM22-0112938,06-10-2022,Oktober,2022,Ban,BL AHM 80/90-17 KWW,1,194000,194000
YM22-0112940,06-10-2022,Oktober,2022,Shockbreaker,Shock AHM K25 Beat FI,2,204500,409000
YM22-0112940,06-10-2022,Oktober,2022,Seal,Seal Crankshaf,1,10000,10000
YM22-0112940,06-10-2022,Oktober,2022,Oli,Grand Manual 0.8 L,1,38500,38500
YM22-0112948,06-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,1,15000,15000
YM22-0112948,06-10-2022,Oktober,2022,Oli,Evalube 2T 0.7,1,24500,24500
YM22-0112948,06-10-2022,Oktober,2022,Sakelar,Sakelar Lampu,1,10500,10500
YM22-0112948,06-10-2022,Oktober,2022,Filter Udara,Filter Udara AHM,1,64500,64500
YM22-0112952,06-10-2022,Oktober,2022,Ban,BL IRC MB86 100/90-12,4,234000,936000
YM22-0112952,06-10-2022,Oktober,2022,Dinamo,Dinamo YGP Nmx old,17,209000,3553000
YM22-0112952,06-10-2022,Oktober,2022,Seal,Seal Water Pump,17,16500,280500
YM22-0112956,06-10-2022,Oktober,2022,Oli,Mesrania 2T super 1 L,18,44500,801000
YM22-0112956,06-10-2022,Oktober,2022,Hendel Rem,Hendel Rem No Name,6,207500,1245000
YM22-0112963,06-10-2022,Oktober,2022,Ban,BL AHM 70/90-17 KWW,2,161000,322000
YM22-0112963,06-10-2022,Oktober,2022,Kampas Rem,Kampas Belakang Supra,2,42500,85000
YM22-0112963,06-10-2022,Oktober,2022,Sensor,Injektor Vario 150 YMMT,1,131000,131000
YM22-0112964,06-10-2022,Oktober,2022,Dinamo,Dinamo AHM KVB Vario,1,192500,192500
YM22-0112968,06-10-2022,Oktober,2022,Radiator,Radiator YMMT Vario 125,1,121500,121500
YM22-0112968,06-10-2022,Oktober,2022,Piringan Cakram,Piringan DPN KC/YMMT NMX,1,102000,102000
YM22-0112973,06-10-2022,Oktober,2022,Ban,FDR TR TL 140/70-13 Blaze Mp,2,499500,999000
YM22-0112978,06-10-2022,Oktober,2022,Filter Udara,Filter Udara BRT,17,71000,1207000
YM22-0112978,06-10-2022,Oktober,2022,Oli,Evalube 2T 0.7,8,23500,188000
YM22-0112978,06-10-2022,Oktober,2022,Lampu,AHM Lampu Kepala,24,31500,756000
YM22-0112978,06-10-2022,Oktober,2022,Oli,Castrol Pro 2T,35,36000,1260000
YM22-0112978,06-10-2022,Oktober,2022,Filter Udara,Filter Udara Suzuki,28,53500,1498000
YM22-0112978,06-10-2022,Oktober,2022,Gear Rantai,Gear seat AHM KEV Supra,5,211000,1055000
YM22-0112985,06-10-2022,Oktober,2022,Kampas Kopling,KPL Ganda ONLY POLINI,10,285500,2855000
YM22-0112985,06-10-2022,Oktober,2022,Seal,Seal Water Pump,26,15500,403000
YM22-0112985,06-10-2022,Oktober,2022,Gasket,Gasket Cylinder Nmx,23,13500,310500
YM22-0112990,06-10-2022,Oktober,2022,Busi,BUSI NGK BP7ES,1,178000,178000
YM22-0112990,06-10-2022,Oktober,2022,Sakelar,Sakelar Indling stop,2,12500,25000
YM22-0112990,06-10-2022,Oktober,2022,Ban,BL IRC MB86 100/90-12,2,242500,485000
YM22-0112990,06-10-2022,Oktober,2022,Bearing,BRG AHM SET 6201 RS,1,45000,45000
YM22-0112991,07-10-2022,Oktober,2022,Dinamo,Dinamo AHM KVB Vario,1,198500,198500
YM22-0112991,07-10-2022,Oktober,2022,Kaca Spion,Spion Vario WIN,1,45500,45500
YM22-0112991,07-10-2022,Oktober,2022,Gasket,Gasket full seat AHM Supra Fit,1,68000,68000
YM22-0112993,07-10-2022,Oktober,2022,Ban,BL IRC MB67 110/90-12,7,279500,1956500
YM22-0112993,07-10-2022,Oktober,2022,Aki,Aki Kering AHM GTZ6V,4,290000,1160000
YM22-0112993,07-10-2022,Oktober,2022,Aki,Aki Basah Yuasa YB5L-B,10,257000,2570000
YM22-0112999,07-10-2022,Oktober,2022,Roller,BRT VARIO 125,1,82500,82500
YM22-0112999,07-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 2BM,2,67500,135000
YM22-0112999,07-10-2022,Oktober,2022,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM22-0113004,07-10-2022,Oktober,2022,Sakelar,Sakelar Klakson,1,8500,8500
YM22-0113004,07-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,1,15500,15500
YM22-0113004,07-10-2022,Oktober,2022,Roller,BRT VARIO 125,1,83500,83500
YM22-0113010,07-10-2022,Oktober,2022,V-Belt,V Belt set AHM KWN,12,157500,1890000
YM22-0113010,07-10-2022,Oktober,2022,Oli,MOTUL SCOOTER LE 1 LTR,40,75500,3020000
YM22-0113010,07-10-2022,Oktober,2022,Ban,BL Maxxis 120/70-12 VICTRA,5,417000,2085000
YM22-0113010,07-10-2022,Oktober,2022,Oli,Mesran Super 4T 0.8 L,12,34500,414000
YM22-0113010,07-10-2022,Oktober,2022,Lampu,AHM Lampu Kepala,10,30500,305000
YM22-0113010,07-10-2022,Oktober,2022,Bearing,BRG AHM SET 6304 RS,15,57500,862500
YM22-0113011,07-10-2022,Oktober,2022,Ban,BL AHM 80/90-17 KWW,18,193500,3483000
YM22-0113011,07-10-2022,Oktober,2022,Ban,BL IRC MB86 100/90-12,6,236000,1416000
YM22-0113011,07-10-2022,Oktober,2022,Busi,BUSI NGK BP7ES,5,173500,867500
YM22-0113015,07-10-2022,Oktober,2022,Roller,BRT NMX,19,81500,1548500
YM22-0113015,07-10-2022,Oktober,2022,Oli,Grand Manual 0.8 L,32,38500,1232000
YM22-0113018,07-10-2022,Oktober,2022,Filter Udara,Filter Udara Suzuki,1,52500,52500
YM22-0113018,07-10-2022,Oktober,2022,Oli,MOTUL SCOOTER GEAR,1,16000,16000
YM22-0113023,07-10-2022,Oktober,2022,Seal,Seal Water Pump,9,15500,139500
YM22-0113023,07-10-2022,Oktober,2022,Kampas Rem,Kampas Belakang Supra,5,42000,210000
YM22-0113023,07-10-2022,Oktober,2022,Filter Udara,Filter Udara AHM,14,62000,868000
YM22-0113023,07-10-2022,Oktober,2022,Kampas Rem,DPAD AHM KVBT01 VARIO,7,52500,367500
YM22-0113023,07-10-2022,Oktober,2022,Oli,Evalube 2T PRO 0.7,30,31000,930000
YM22-0113023,07-10-2022,Oktober,2022,Ban,BL IRC MB67 110/90-12,10,282000,2820000
YM22-0113023,07-10-2022,Oktober,2022,Oli,MOTUL SCOOTER GEAR,10,15500,155000
YM22-0113028,07-10-2022,Oktober,2022,Kampas Rem,Kampas Depan Supra X,9,52500,472500
YM22-0113028,07-10-2022,Oktober,2022,Ban,FDR TR TL 140/70-13 Blaze Mp,9,498500,4486500
YM22-0113029,07-10-2022,Oktober,2022,Bearing,BRG AHM SET 6201 RS,1,47500,47500
YM22-0113029,07-10-2022,Oktober,2022,Hendel Rem,Hendel Rem No Name,2,209500,419000
YM22-0113029,07-10-2022,Oktober,2022,Gasket,Gasket full seat AHM Supra Fit,2,67000,134000
YM22-0113029,07-10-2022,Oktober,2022,Roller,BRT NMX,1,79500,79500
YM22-0113034,07-10-2022,Oktober,2022,Bearing,BRG AHM SET 6303 RS,6,58500,351000
YM22-0113034,07-10-2022,Oktober,2022,V-Belt,V Belt kit AHM K16,12,155500,1866000
YM22-0113034,07-10-2022,Oktober,2022,Sakelar,Sakelar Klakson,17,8000,136000
YM22-0113040,07-10-2022,Oktober,2022,Lampu,SGP Lampu Kepala depan,1,26500,26500
YM22-0113040,07-10-2022,Oktober,2022,Ban,FDR TR TL 80/80-17 Sport Evo,2,252500,505000
YM22-0113041,07-10-2022,Oktober,2022,Ban,BL Maxxis 90/80-14 VICTRA,2,284500,569000
YM22-0113041,07-10-2022,Oktober,2022,Lampu,SGP Lampu Kepala depan,1,26500,26500
YM22-0113041,07-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,1,15000,15000
YM22-0113041,07-10-2022,Oktober,2022,Sakelar,Sakelar Lampu,2,10500,21000
YM22-0113049,07-10-2022,Oktober,2022,Oli,Grand Manual 0.8 L,1,38000,38000
YM22-0113049,07-10-2022,Oktober,2022,Roller,BRT NMX,1,80000,80000
YM22-0113049,07-10-2022,Oktober,2022,Dinamo,Dinamo ST indo KPH,1,177000,177000
YM22-0113049,07-10-2022,Oktober,2022,Sakelar,Sakelar Indling stop,2,12500,25000
YM22-0113053,08-10-2022,Oktober,2022,Oli,Yamalube Super Matic 1 L,1,66500,66500
YM22-0113053,08-10-2022,Oktober,2022,Kampas Rem,DPAD YGP 3C1 NMX,2,56500,113000
YM22-0113055,08-10-2022,Oktober,2022,Filter Udara,Filter Udara YGP,1,73500,73500
YM22-0113055,08-10-2022,Oktober,2022,Roller,Kawahara Nmx,1,69000,69000
YM22-0113058,08-10-2022,Oktober,2022,Busi,BUSI YGP U22FSU,1,15000,15000
YM22-0113058,08-10-2022,Oktober,2022,Bearing,BRG AHM SET 6303 RS,1,57500,57500
YM22-0113058,08-10-2022,Oktober,2022,Kaca Spion,Spion Beat FI,2,53500,107000
YM22-0113064,08-10-2022,Oktober,2022,V-Belt,V belt kit AHM KZR VARIO 125,17,180000,3060000
